"","list_treatment","list","term","estimate","std.error","statistic","p.value","conf.low","conf.high","df","outcome","estimator"
"27","Donation",NA,"listcount_b",0.0149762505266842,0.0498128177217561,0.300650539592809,0.763775565173397,-0.0828342479786113,0.11278674903198,660.728510725892,"count","DLE"
"28","Donation",NA,"Z:attention_check",0.00471812178481145,0.0371590113736711,0.126971133256642,0.899062095228424,-0.0684552779310795,0.0778915215007024,258.132489337162,"count","DLE"
"29","Evict",NA,"Z",-0.0716368436029031,0.0973327047297397,-0.735999721797669,0.462149151510313,-0.262966781044603,0.119693093838796,412.52415548257,"count","DLE"
"30","Evict",NA,"attention_check",0.20291405637683,0.0317500125062708,6.39099138423185,8.15655826712128e-10,0.140378614566915,0.265449498186746,246.880766020215,"count","DLE"
"31","Evict",NA,"listcount_b",0.0247338411134713,0.0490910827467982,0.503835721877299,0.614545995460185,-0.0716607802328242,0.121128462459767,655.932602023552,"count","DLE"
"32","Evict",NA,"Z:attention_check",-0.00238622972282133,0.0391745650498213,-0.0609127304869007,0.951478064790306,-0.0795457755126474,0.0747733160670047,246.516925776369,"count","DLE"
"33","Offer Work",NA,"Z",0.00300629029043704,0.0918899987389378,0.0327161860016779,0.973915854670654,-0.17759502897024,0.183607609551114,436.963517142734,"count","DLE"
"34","Offer Work",NA,"attention_check",0.208578149295252,0.0289691726351102,7.20000367019312,5.58823844146437e-12,0.151552546183289,0.265603752407214,279.341597133818,"count","DLE"
"35","Offer Work",NA,"listcount_b",0.0270378816806247,0.0489647975159943,0.552190207093021,0.581002688028433,-0.0691055088611381,0.123181272222388,668.184285564981,"count","DLE"
"36","Offer Work",NA,"Z:attention_check",-0.0327366921742254,0.034418518398837,-0.951136007508432,0.342360024601042,-0.100490179834359,0.0350167954859086,278.503140900608,"count","DLE"
"37","Threaten",NA,"Z",-0.0126577351407213,0.10531433962589,-0.120190044258793,0.904392180516013,-0.219688487774428,0.194373017492986,405.163813773758,"count","DLE"
"38","Threaten",NA,"attention_check",0.168310423970262,0.0342508956814378,4.91404445406892,1.66295667039949e-06,0.100836103355731,0.235784744584794,237.525578324997,"count","DLE"
"39","Threaten",NA,"listcount_b",0.0783104951081395,0.0514824725427415,1.52110983098422,0.12870822592421,-0.022777522750178,0.179398512966457,664.127706088179,"count","DLE"
"40","Threaten",NA,"Z:attention_check",-0.00498493470463913,0.0459254730481544,-0.108544003442539,0.913656435789753,-0.0954613357995026,0.0854914663902243,235.924653034393,"count","DLE"
